n_cores,n_train,n_test,n_reg,i_loop,time
48,1,1,8,0,0.0023119449615478516
48,1,1,8,1,0.0013165473937988281
48,1,1,8,2,0.0012974739074707031
48,1,1,8,3,0.0013823509216308594
48,1,1,8,4,0.0012769699096679688
48,1,1,8,5,0.001280069351196289
48,1,1,8,6,0.0013785362243652344
48,1,1,8,7,0.0012862682342529297
48,1,1,8,8,0.0012936592102050781
48,1,1,8,9,0.0012781620025634766
48,1,1,8,10,0.001287698745727539
48,2,2,8,0,0.004251718521118164
48,2,2,8,1,0.001592874526977539
48,2,2,8,2,0.0015060901641845703
48,2,2,8,3,0.0015096664428710938
48,2,2,8,4,0.0014841556549072266
48,2,2,8,5,0.0014579296112060547
48,2,2,8,6,0.0014674663543701172
48,2,2,8,7,0.0034394264221191406
48,2,2,8,8,0.0015034675598144531
48,2,2,8,9,0.0015175342559814453
48,2,2,8,10,0.0014946460723876953
48,4,4,8,0,0.004396915435791016
48,4,4,8,1,0.0015578269958496094
48,4,4,8,2,0.00148773193359375
48,4,4,8,3,0.001461029052734375
48,4,4,8,4,0.0014448165893554688
48,4,4,8,5,0.0014798641204833984
48,4,4,8,6,0.0014903545379638672
48,4,4,8,7,0.0014617443084716797
48,4,4,8,8,0.0015366077423095703
48,4,4,8,9,0.0015139579772949219
48,4,4,8,10,0.001497030258178711
48,8,8,8,0,0.005701541900634766
48,8,8,8,1,0.0015943050384521484
48,8,8,8,2,0.0015382766723632812
48,8,8,8,3,0.0014920234680175781
48,8,8,8,4,0.0014774799346923828
48,8,8,8,5,0.0014829635620117188
48,8,8,8,6,0.0014948844909667969
48,8,8,8,7,0.0014729499816894531
48,8,8,8,8,0.001516103744506836
48,8,8,8,9,0.0015480518341064453
48,8,8,8,10,0.0015027523040771484
48,16,16,8,0,0.006194353103637695
48,16,16,8,1,0.0016973018646240234
48,16,16,8,2,0.0016632080078125
48,16,16,8,3,0.0016171932220458984
48,16,16,8,4,0.0016248226165771484
48,16,16,8,5,0.0015952587127685547
48,16,16,8,6,0.0016264915466308594
48,16,16,8,7,0.0016069412231445312
48,16,16,8,8,0.0016798973083496094
48,16,16,8,9,0.006293296813964844
48,16,16,8,10,0.0016398429870605469
48,32,32,8,0,0.006984233856201172
48,32,32,8,1,0.0029473304748535156
48,32,32,8,2,0.002924203872680664
48,32,32,8,3,0.002988100051879883
48,32,32,8,4,0.0028679370880126953
48,32,32,8,5,0.0029954910278320312
48,32,32,8,6,0.00290679931640625
48,32,32,8,7,0.002895355224609375
48,32,32,8,8,0.0030791759490966797
48,32,32,8,9,0.0031173229217529297
48,32,32,8,10,0.003348112106323242
48,64,64,8,0,0.006735801696777344
48,64,64,8,1,0.0021419525146484375
48,64,64,8,2,0.0019664764404296875
48,64,64,8,3,0.0019571781158447266
48,64,64,8,4,0.002031564712524414
48,64,64,8,5,0.001971721649169922
48,64,64,8,6,0.0020368099212646484
48,64,64,8,7,0.001985788345336914
48,64,64,8,8,0.002081632614135742
48,64,64,8,9,0.0020809173583984375
48,64,64,8,10,0.00261688232421875
48,128,128,8,0,0.008443117141723633
48,128,128,8,1,0.003097057342529297
48,128,128,8,2,0.002894878387451172
48,128,128,8,3,0.003131866455078125
48,128,128,8,4,0.002810239791870117
48,128,128,8,5,0.002985239028930664
48,128,128,8,6,0.002772092819213867
48,128,128,8,7,0.002649545669555664
48,128,128,8,8,0.005253791809082031
48,128,128,8,9,0.0028579235076904297
48,128,128,8,10,0.004346609115600586
48,256,256,8,0,0.013439655303955078
48,256,256,8,1,0.00642085075378418
48,256,256,8,2,0.0056879520416259766
48,256,256,8,3,0.006502628326416016
48,256,256,8,4,0.005662202835083008
48,256,256,8,5,0.005327463150024414
48,256,256,8,6,0.0053119659423828125
48,256,256,8,7,0.0055773258209228516
48,256,256,8,8,0.005973100662231445
48,256,256,8,9,0.010250568389892578
48,256,256,8,10,0.007020235061645508
48,512,512,8,0,0.026210546493530273
48,512,512,8,1,0.012650251388549805
48,512,512,8,2,0.010587692260742188
48,512,512,8,3,0.010058403015136719
48,512,512,8,4,0.010823965072631836
48,512,512,8,5,0.011135101318359375
48,512,512,8,6,0.011582612991333008
48,512,512,8,7,0.011771917343139648
48,512,512,8,8,0.017072677612304688
48,512,512,8,9,0.013366460800170898
48,512,512,8,10,0.011562347412109375
48,1024,1024,8,0,0.10826802253723145
48,1024,1024,8,1,0.05288958549499512
48,1024,1024,8,2,0.05928158760070801
48,1024,1024,8,3,0.0622251033782959
48,1024,1024,8,4,0.0667107105255127
48,1024,1024,8,5,0.059493064880371094
48,1024,1024,8,6,0.07297039031982422
48,1024,1024,8,7,0.0522158145904541
48,1024,1024,8,8,0.06701850891113281
48,1024,1024,8,9,0.0658102035522461
48,1024,1024,8,10,0.056813955307006836
48,2048,2048,8,0,0.7112410068511963
48,2048,2048,8,1,0.6179380416870117
48,2048,2048,8,2,0.5847270488739014
48,2048,2048,8,3,0.5918405055999756
48,2048,2048,8,4,0.6638054847717285
48,2048,2048,8,5,0.6491303443908691
