n_cores,n_train,n_test,n_reg,i_loop,time
48,2048,2048,8,6,0.670189380645752
48,2048,2048,8,7,0.6302525997161865
48,2048,2048,8,8,0.6605253219604492
48,2048,2048,8,9,0.587256908416748
48,2048,2048,8,10,0.6069319248199463
48,4096,4096,8,0,2.5075690746307373
48,4096,4096,8,1,2.732992172241211
48,4096,4096,8,2,2.5953218936920166
48,4096,4096,8,3,2.3176727294921875
48,4096,4096,8,4,2.3408727645874023
48,4096,4096,8,5,2.460380792617798
48,4096,4096,8,6,2.480388879776001
48,4096,4096,8,7,2.3898849487304688
48,4096,4096,8,8,2.428213357925415
48,4096,4096,8,9,2.5648810863494873
48,4096,4096,8,10,2.53852915763855
48,8192,8192,8,0,12.12627100944519
48,8192,8192,8,1,14.777544975280762
48,8192,8192,8,2,15.451284885406494
48,8192,8192,8,3,15.25330638885498
48,8192,8192,8,4,12.923091411590576
48,8192,8192,8,5,13.135557889938354
48,8192,8192,8,6,15.392701387405396
48,8192,8192,8,7,13.100995779037476
48,8192,8192,8,8,13.14625859260559
48,8192,8192,8,9,14.893880605697632
48,8192,8192,8,10,15.13764214515686
48,16384,16384,8,0,65.94177770614624
48,16384,16384,8,1,74.18942451477051
48,16384,16384,8,2,70.8092451095581
48,16384,16384,8,3,71.91791367530823
48,16384,16384,8,4,73.1351261138916
48,16384,16384,8,5,69.53893899917603
48,16384,16384,8,6,75.28087282180786
48,16384,16384,8,7,70.68898153305054
48,16384,16384,8,8,72.80234026908875
48,16384,16384,8,9,71.32411098480225
48,16384,16384,8,10,73.63329458236694
