n_cores,n_train,n_test,n_reg,i_loop,time
48,1,1,8,0,0.13913297653198242
48,1,1,8,1,0.0019173622131347656
48,1,1,8,2,0.0018787384033203125
48,1,1,8,3,0.0023698806762695312
48,1,1,8,4,0.0018575191497802734
48,1,1,8,5,0.0018668174743652344
48,1,1,8,6,0.0018448829650878906
48,1,1,8,7,0.0018999576568603516
48,1,1,8,8,0.0018799304962158203
48,1,1,8,9,0.0018472671508789062
48,1,1,8,10,0.001851797103881836
48,2,2,8,0,0.15560674667358398
48,2,2,8,1,0.0021522045135498047
48,2,2,8,2,0.0020422935485839844
48,2,2,8,3,0.0025148391723632812
48,2,2,8,4,0.0020325183868408203
48,2,2,8,5,0.0020570755004882812
48,2,2,8,6,0.002035379409790039
48,2,2,8,7,0.002046823501586914
48,2,2,8,8,0.0020809173583984375
48,2,2,8,9,0.0020542144775390625
48,2,2,8,10,0.0020627975463867188
48,4,4,8,0,0.1557159423828125
48,4,4,8,1,0.0021386146545410156
48,4,4,8,2,0.0020592212677001953
48,4,4,8,3,0.0024993419647216797
48,4,4,8,4,0.002028942108154297
48,4,4,8,5,0.0020418167114257812
48,4,4,8,6,0.0020198822021484375
48,4,4,8,7,0.0020325183868408203
48,4,4,8,8,0.0020682811737060547
48,4,4,8,9,0.0020112991333007812
48,4,4,8,10,0.002035856246948242
48,8,8,8,0,0.15494275093078613
48,8,8,8,1,0.002124309539794922
48,8,8,8,2,0.002023458480834961
48,8,8,8,3,0.002489328384399414
48,8,8,8,4,0.002034425735473633
48,8,8,8,5,0.002057313919067383
48,8,8,8,6,0.0020530223846435547
48,8,8,8,7,0.0020301342010498047
48,8,8,8,8,0.002054929733276367
48,8,8,8,9,0.0020105838775634766
48,8,8,8,10,0.002017974853515625
48,16,16,8,0,0.15726280212402344
48,16,16,8,1,0.0021927356719970703
48,16,16,8,2,0.0020465850830078125
48,16,16,8,3,0.0025167465209960938
48,16,16,8,4,0.0020530223846435547
48,16,16,8,5,0.0020494461059570312
48,16,16,8,6,0.0020384788513183594
48,16,16,8,7,0.0020551681518554688
48,16,16,8,8,0.002074718475341797
48,16,16,8,9,0.002058267593383789
48,16,16,8,10,0.0020542144775390625
48,32,32,8,0,0.15589547157287598
48,32,32,8,1,0.0021920204162597656
48,32,32,8,2,0.002077341079711914
48,32,32,8,3,0.002568483352661133
48,32,32,8,4,0.002068042755126953
48,32,32,8,5,0.0020716190338134766
48,32,32,8,6,0.002073049545288086
48,32,32,8,7,0.002099752426147461
48,32,32,8,8,0.002096891403198242
48,32,32,8,9,0.002065896987915039
48,32,32,8,10,0.002084016799926758
48,64,64,8,0,0.15369009971618652
48,64,64,8,1,0.0021636486053466797
48,64,64,8,2,0.002084493637084961
48,64,64,8,3,0.002573728561401367
48,64,64,8,4,0.0021224021911621094
48,64,64,8,5,0.0020904541015625
48,64,64,8,6,0.0020799636840820312
48,64,64,8,7,0.002092123031616211
48,64,64,8,8,0.002086162567138672
48,64,64,8,9,0.0020830631256103516
48,64,64,8,10,0.002088785171508789
48,128,128,8,0,0.15406346321105957
48,128,128,8,1,0.0023403167724609375
48,128,128,8,2,0.0022237300872802734
48,128,128,8,3,0.0027227401733398438
48,128,128,8,4,0.0022401809692382812
48,128,128,8,5,0.002228260040283203
48,128,128,8,6,0.002241849899291992
48,128,128,8,7,0.002228975296020508
48,128,128,8,8,0.0025949478149414062
48,128,128,8,9,0.002234220504760742
48,128,128,8,10,0.0022346973419189453
48,256,256,8,0,0.1550748348236084
48,256,256,8,1,0.002752542495727539
48,256,256,8,2,0.0028891563415527344
48,256,256,8,3,0.0031354427337646484
48,256,256,8,4,0.002658843994140625
48,256,256,8,5,0.002682924270629883
