n_cores,n_train,n_test,n_reg,i_loop,time
48,256,256,8,6,0.0026314258575439453
48,256,256,8,7,0.002652883529663086
48,256,256,8,8,0.002625703811645508
48,256,256,8,9,0.002631664276123047
48,256,256,8,10,0.002625703811645508
48,512,512,8,0,0.16330552101135254
48,512,512,8,1,0.0037431716918945312
48,512,512,8,2,0.004017353057861328
48,512,512,8,3,0.003719329833984375
48,512,512,8,4,0.0036416053771972656
48,512,512,8,5,0.0036411285400390625
48,512,512,8,6,0.0036468505859375
48,512,512,8,7,0.003628969192504883
48,512,512,8,8,0.004564523696899414
48,512,512,8,9,0.003626108169555664
48,512,512,8,10,0.003622770309448242
48,1024,1024,8,0,0.41686105728149414
48,1024,1024,8,1,0.014506816864013672
48,1024,1024,8,2,0.01437687873840332
48,1024,1024,8,3,0.014368057250976562
48,1024,1024,8,4,0.014345645904541016
48,1024,1024,8,5,0.014348268508911133
48,1024,1024,8,6,0.014386177062988281
48,1024,1024,8,7,0.014391183853149414
48,1024,1024,8,8,0.014357566833496094
48,1024,1024,8,9,0.014345884323120117
48,1024,1024,8,10,0.014355659484863281
48,2048,2048,8,0,0.5470747947692871
48,2048,2048,8,1,0.07065701484680176
48,2048,2048,8,2,0.06405520439147949
48,2048,2048,8,3,0.06138300895690918
48,2048,2048,8,4,0.061646461486816406
48,2048,2048,8,5,0.05706667900085449
48,2048,2048,8,6,0.05968213081359863
48,2048,2048,8,7,0.057150840759277344
48,2048,2048,8,8,0.05845975875854492
48,2048,2048,8,9,0.057784318923950195
48,2048,2048,8,10,0.05722332000732422
48,4096,4096,8,0,0.7730772495269775
48,4096,4096,8,1,0.3004419803619385
48,4096,4096,8,2,0.3003659248352051
48,4096,4096,8,3,0.3019900321960449
48,4096,4096,8,4,0.301450252532959
48,4096,4096,8,5,0.2997410297393799
48,4096,4096,8,6,0.30217647552490234
48,4096,4096,8,7,0.30141735076904297
48,4096,4096,8,8,0.3010375499725342
48,4096,4096,8,9,0.3026909828186035
48,4096,4096,8,10,0.3005948066711426
48,8192,8192,8,0,2.506829261779785
48,8192,8192,8,1,2.053116798400879
48,8192,8192,8,2,2.056533098220825
48,8192,8192,8,3,2.057861804962158
48,8192,8192,8,4,2.0587453842163086
48,8192,8192,8,5,2.062976837158203
48,8192,8192,8,6,2.0648343563079834
48,8192,8192,8,7,2.06430983543396
48,8192,8192,8,8,2.06805157661438
48,8192,8192,8,9,2.0681591033935547
48,8192,8192,8,10,2.071100950241089
