"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,16003896352,16003896352,16003896352,0,16003896352,16003896352,1,16003896352
0,"<unknown>","timer",1,0,105411,105411,105411,0,105411,105472,1,105411
0,"DRAM Energy","counter",15,0,0,0,0,0,0,0,1,0
0,"Package-0 Energy","counter",15,0,0,0,0,0,0,0,1,0
0,"CPU Guest %","counter",15,0,0,0,0,0,0,0,1,0
0,"CPU IRQ %","counter",15,0,0,0,0,0,0,0,1,0
0,"CPU I/O Wait %","counter",15,0,0,0,0,0,0,0,1,0
0,"CPU Steal %","counter",15,0,0,0,0,0,0,0,1,0
0,"status:Threads","counter",16,0,12,96,102,22,1542,0,1,1542
0,"CPU soft IRQ %","counter",15,0,0,0,0,0,0,0,1,0
0,"status:VmRSS kB","counter",16,0,137340,1034012,1757680,446038,16544184,0,1,16544184
0,"status:VmHWM kB","counter",16,0,137340,1038212,1757700,447919,16611396,0,1,16611396
0,"status:VmExe kB","counter",16,0,2772,2772,2772,0,44352,0,1,44352
0,"cholesky syrk","timer",81280,83900,189,195392,10778629,661609,15881495757,15881495757,96,165432247
0,"status:VmPTE kB","counter",16,0,640,4609,6528,1420,73736,0,1,73736
0,"status:VmLck kB","counter",16,0,0,0,0,0,0,0,1,0
0,"status:VmLib kB","counter",16,0,1328160,1366815,1369392,9981,21869040,0,1,21869040
0,"run_helper","timer",1,3,9670,837055,631714,0,837055,837055,3,279018
0,"status:VmData kB","counter",16,0,178300,2587089,3600848,802949,41393424,0,1,41393424
0,"assemble K_tiles","timer",82560,82559,500,45083,595014,0,3722038380,3722038380,96,38771233
0,"status:VmSwap kB","counter",16,0,0,0,0,0,0,0,1,0
0,"1 Minute Load average","counter",16,0,6,41,62,24,656,0,1,656
0,"status:VmPeak kB","counter",16,0,2251268,9980299,11137096,2029568,159684788,0,1,159684788
0,"status:voluntary_ctxt_switches","counter",16,0,72,275,295,53,4401,0,1,4401
0,"status:nonvoluntary_ctxt_switches","counter",16,0,103,134,167,20,2147,0,1,2147
0,"N3hpx10components6server15runtime_support29call_startup_functions_actionE","timer",2,0,11600,35596,59591,23996,71191,71424,1,71191
0,"cholesky potrf","timer",1280,1286,380,547371,20290010,1151642,700635251,700635251,96,7298284
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1944495,1944495,1944495,0,1944495,1944495,1,1944495
0,"cholesky trsm","timer",81280,536796,180,753330,17580379,1386218,61230667365,61230667365,96,637819452
0,"status:VmPin kB","counter",16,0,0,0,0,0,0,0,1,0
0,"status:VmSize kB","counter",16,0,2251268,9928107,11071560,2014487,158849716,0,1,158849716
0,"cholesky gemm","timer",3413760,3378785,240,186814,15617864,665541,637737553798,637737553798,96,6643099519
0,"CPU Idle %","counter",15,0,4,6,10,2,96,0,1,96
0,"cholesky","counter",10,0,317857610,412737139,502905422,58000757,4127371387,0,1,4127371387
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,2,79901,393513,194421,0,393513,393513,2,196757
0,"run_as_hpx_thread (void)","timer",20,2647,200,268551748,457146946,108629396,5371034954,5371034954,96,55948281
0,"status:VmStk kB","counter",16,0,140,140,140,0,2240,0,1,2240
0,"CPU User %","counter",15,0,29,48,65,13,722,0,1,722
0,"CPU System %","counter",15,0,29,45,64,12,681,0,1,681
0,"CPU Nice %","counter",15,0,0,0,0,0,0,0,1,0
