n_cores,n_train,n_test,n_reg,i_loop,time
48,16,16,8,9,0.011297225952148438
48,16,16,8,10,0.011207818984985352
48,32,32,8,0,0.031965017318725586
48,32,32,8,1,0.01125025749206543
48,32,32,8,2,0.011466503143310547
48,32,32,8,3,0.011229276657104492
48,32,32,8,4,0.011250734329223633
48,32,32,8,5,0.011256933212280273
48,32,32,8,6,0.011228799819946289
48,32,32,8,7,0.011548995971679688
48,32,32,8,8,0.011188507080078125
48,32,32,8,9,0.011254549026489258
48,32,32,8,10,0.011141777038574219
48,64,64,8,0,0.0321807861328125
48,64,64,8,1,0.011497259140014648
48,64,64,8,2,0.011775016784667969
48,64,64,8,3,0.011496305465698242
48,64,64,8,4,0.011708736419677734
48,64,64,8,5,0.011629104614257812
48,64,64,8,6,0.011680841445922852
48,64,64,8,7,0.011875629425048828
48,64,64,8,8,0.011498689651489258
48,64,64,8,9,0.011522769927978516
48,64,64,8,10,0.011493921279907227
