"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,61613689,61613689,61613689,0,61613689,61613689,1,61613689
0,"predict_full_cov_step pred uncer","counter",50,0,16390,27630,50030,6942,1381489,0,49,28194
0,"full_cov gemm","timer",50,45,4030,21741,38071,0,1087027,1087027,36,30195
0,"predict_full_cov_step prediction","counter",50,0,17680,34678,133131,20045,1733899,0,49,35386
0,"forward_KcK trsm","timer",50,49,4150,21808,54360,0,1090377,1090377,40,27259
0,"pred_uncer diag_tile","timer",50,50,1840,12649,21650,0,632452,632452,41,15426
0,"predict_full_cov_step backward","counter",50,0,15260,30931,149961,19171,1546571,0,49,31563
0,"predict_full_cov_step cholesky","counter",50,0,22990,127592,3804848,525652,6379592,0,49,130196
0,"backward trsv","timer",50,47,2990,18558,88821,3948,927916,927916,42,22093
0,"status:Threads","counter",1,0,11,11,11,0,11,0,1,11
0,"status:VmRSS kB","counter",1,0,137092,137092,137092,0,137092,0,1,137092
0,"status:VmHWM kB","counter",1,0,137092,137092,137092,0,137092,0,1,137092
0,"assemble alpha_tiles","timer",50,48,640,24591,77761,12397,1229541,1229541,40,30739
0,"status:VmStk kB","counter",1,0,140,140,140,0,140,0,1,140
0,"predict gemv","timer",50,50,3680,20453,55100,0,1022663,1022663,40,25567
0,"status:VmPTE kB","counter",1,0,636,636,636,0,636,0,1,636
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1269879,1269879,1269879,0,1269879,1270016,1,1269879
0,"status:VmLck kB","counter",1,0,0,0,0,0,0,0,1,0
0,"status:VmLib kB","counter",1,0,1328192,1328192,1328192,0,1328192,0,1,1328192
0,"run_helper","timer",1,3,37811,902018,583365,0,902018,902018,3,300673
0,"status:VmData kB","counter",1,0,178196,178196,178196,0,178196,0,1,178196
0,"assemble K_tiles","timer",50,50,5080,42303,306802,34150,2115163,2115163,41,51589
0,"status:VmSwap kB","counter",1,0,0,0,0,0,0,0,1,0
0,"1 Minute Load average","counter",1,0,59,59,59,0,59,0,1,59
0,"<unknown>","timer",1,0,49320,49320,49320,0,49320,49408,1,49320
0,"assemble cross_covariance_tiles","timer",50,49,4989,48020,299742,26678,2400989,2400989,40,60025
0,"status:VmPeak kB","counter",1,0,2120272,2120272,2120272,0,2120272,0,1,2120272
0,"status:voluntary_ctxt_switches","counter",1,0,36,36,36,0,36,0,1,36
0,"status:nonvoluntary_ctxt_switches","counter",1,0,99,99,99,0,99,0,1,99
0,"predict_full_cov_step forward","counter",50,0,18390,30221,163921,20660,1511059,0,49,30838
0,"N3hpx10components6server15runtime_support29call_startup_functions_actionE","timer",2,0,43740,56980,70220,13240,113960,114176,1,113960
0,"cholesky potrf","timer",50,48,4160,113707,3765958,521517,5685365,5685365,39,145779
0,"predict_full_cov_step forward KcK","counter",50,0,20110,35123,116481,15871,1756129,0,49,35839
0,"status:VmPin kB","counter",1,0,0,0,0,0,0,0,1,0
0,"status:VmSize kB","counter",1,0,2120272,2120272,2120272,0,2120272,0,1,2120272
0,"assemble prediction_tiles","timer",50,50,540,26626,289842,39482,1331294,1331294,38,35034
0,"status:VmExe kB","counter",1,0,2772,2772,2772,0,2772,0,1,2772
0,"assemble prediction_uncertainty_tiles","timer",50,50,590,24812,77660,14766,1240611,1240611,45,27569
0,"forward trsv","timer",50,48,3450,18214,112840,9611,910676,910676,37,24613
0,"assemble prior_K_tiles","timer",50,49,5580,39143,91291,0,1957154,1957154,40,48929
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,2,37120,648225,513314,0,648225,648225,2,324113
0,"run_as_hpx_thread (void)","timer",100,441,1780,176886,340183,0,17688569,17688569,96,184256
0,"assemble t_cross_covariance_tiles","timer",50,47,921,14923,37840,0,746158,746158,39,19132
0,"predict_full_cov_step full cov","counter",50,0,17200,34852,76291,12255,1742585,0,49,35563
0,"predict_full_cov_step assembly","counter",50,0,74550,129560,436333,55549,6478022,0,49,132205
