"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,25503019231,25503019231,25503019231,0,25503019231,25503019231,1,25503019231
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,2,19590,210763,123182,0,210763,210763,2,105382
0,"<unknown>","timer",1,0,391736,391736,391736,0,391736,391736,1,391736
0,"predict_full_cov_step assembly","counter",11,0,146243390,149879804,151315175,1435791,1648677844,0,9,183186427
0,"predict_full_cov_step full cov","counter",11,0,1198490338,1201104513,1202037977,946206,13212149646,0,9,1468016627
0,"assemble t_cross_covariance_tiles","timer",176,176,2780,38492260,131517640,22521095,6774637684,6774637684,85,79701620
0,"run_as_hpx_thread (void)","timer",11,121,21831,101082545,160786237,0,1111907997,1111907997,69,16114609
0,"predict_full_cov_step forward","counter",11,0,3526643,4155746,8399986,1359380,45713210,0,9,5079246
0,"predict_full_cov_step ressource destroy","counter",11,0,12504957,13841914,14958554,724584,152261054,0,9,16917895
0,"status:nonvoluntary_ctxt_switches","counter",26,0,101,104,106,1,2702,0,1,2702
0,"status:voluntary_ctxt_switches","counter",26,0,41,315,332,55,8195,0,1,8195
0,"status:VmPeak kB","counter",26,0,2169552,25249229,30142500,5211763,656479956,0,1,656479956
0,"assemble cross_covariance_tiles","timer",176,176,2070,105368050,140655047,23870868,18544776851,18544776851,82,226155815
0,"1 Minute Load average","counter",26,0,9,73,92,35,1886,0,1,1886
0,"assemble K_tiles","timer",110,110,2820,29896692,137294336,22476634,3288636129,3288636129,72,45675502
0,"status:VmData kB","counter",26,0,178464,1027606,1095960,171243,26717752,0,1,26717752
0,"run_helper","timer",1,3,31080,834903,576729,0,834903,834903,3,278301
0,"status:VmSize kB","counter",26,0,2120408,24840768,30109736,5299106,645859968,0,1,645859968
0,"status:VmPin kB","counter",26,0,0,0,0,0,0,0,1,0
0,"cholesky gemm","timer",44,44,2101,44529724,77420714,17717541,1959307868,1959307868,37,52954267
0,"predict_full_cov_step ressource allocation","counter",11,0,71671719,80859728,159423537,24882546,889457009,0,9,98828557
0,"assemble zeros","timer",132,132,1970,133769209,140223319,20248295,17657535591,17657535591,78,226378661
0,"status:VmLib kB","counter",26,0,1328192,1328192,1328192,0,34532992,0,1,34532992
0,"forward gemv","timer",66,66,1020,642321,4091281,748650,42393188,42393188,46,921591
0,"forward_KcK trsm","timer",176,176,1130,95920756,236911912,54218461,16882053011,16882053011,82,205878695
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1727455,1727455,1727455,0,1727455,1727488,1,1727455
0,"status:VmPTE kB","counter",26,0,640,1861,1956,246,48380,0,1,48380
0,"predict gemv","timer",176,174,880,740127,1272158,0,130262285,130262285,76,1713977
0,"cholesky trsm","timer",66,66,2180,33153174,47658701,8881940,2188109512,2188109512,45,48624656
0,"CPU User %","counter",25,0,94,96,98,1,2405,0,1,2405
0,"assemble alpha_tiles","timer",44,44,2640,38788949,121818355,21471531,1706713743,1706713743,34,50197463
0,"cholesky potrf","timer",44,43,2710,23754819,81597277,21719474,1045212042,1045212042,31,33716517
0,"assemble prior_K_tiles_full","timer",176,176,1880,68750382,133337017,24457746,12100067278,12100067278,78,155129068
0,"status:VmExe kB","counter",26,0,2772,2772,2772,0,72072,0,1,72072
0,"status:VmHWM kB","counter",26,0,137304,332694,371008,43417,8650040,0,1,8650040
0,"CPU soft IRQ %","counter",25,0,0,0,0,0,0,0,1,0
0,"status:Threads","counter",26,0,12,100,104,18,2612,0,1,2612
0,"backward trsv","timer",44,44,1000,517055,622179,0,22750427,22750427,37,614876
0,"status:VmSwap kB","counter",26,0,0,0,0,0,0,0,1,0
0,"CPU Steal %","counter",25,0,0,0,0,0,0,0,1,0
0,"predict_full_cov_step copyback","counter",11,0,274774,390171,447247,51030,4291877,0,9,476875
0,"cholesky syrk","timer",66,66,2330,22319273,77138890,20325010,1473072002,1473072002,47,31341957
0,"forward trsv","timer",44,44,780,652470,2073020,203081,28708658,28708658,36,797463
0,"backward gemv","timer",66,66,550,473505,678960,80963,31251328,31251328,51,612771
0,"N3hpx10components6server15runtime_support29call_startup_functions_actionE","timer",2,0,19520,38396,57271,18876,76791,76791,1,76791
0,"predict_full_cov_step backward","counter",11,0,2903083,3232350,3461582,153540,35555850,0,9,3950650
0,"status:VmRSS kB","counter",26,0,137304,332692,371008,43416,8649996,0,1,8649996
0,"pred_uncer diag_tile","timer",44,43,2011,387544,649679,99504,17051942,17051942,36,473665
0,"forward_KcK gemm","timer",264,264,1420,85049262,204904324,54037456,22453005130,22453005130,93,241430163
0,"CPU Nice %","counter",25,0,0,0,0,0,0,0,1,0
0,"CPU System %","counter",25,0,0,0,0,0,2,0,1,2
0,"predict_full_cov_step pred uncer","counter",11,0,294124,515222,739591,140816,5667443,0,9,629716
0,"CPU Idle %","counter",25,0,2,4,5,1,93,0,1,93
0,"CPU I/O Wait %","counter",25,0,0,0,0,0,0,0,1,0
0,"CPU IRQ %","counter",25,0,0,0,0,0,0,0,1,0
0,"status:VmLck kB","counter",26,0,0,0,0,0,0,0,1,0
0,"CPU Guest %","counter",25,0,0,0,0,0,0,0,1,0
0,"Package-0 Energy","counter",25,0,0,0,0,0,0,0,1,0
0,"predict_full_cov_step cholesky","counter",11,0,240554496,247771826,250241270,2689553,2725490082,0,9,302832231
0,"DRAM Energy","counter",25,0,0,0,0,0,0,0,1,0
0,"predict_full_cov_step prediction","counter",11,0,2772311,2963996,3148696,91921,32603956,0,9,3622662
0,"predict_full_cov_step forward KcK","counter",11,0,587773951,592978151,599677630,3650794,6522759657,0,9,724751073
0,"status:VmStk kB","counter",26,0,140,140,140,0,3640,0,1,3640
0,"full_cov gemm","timer",704,704,940,265116594,306478699,75719435,186642082004,186642082004,96,1944188354
