"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,702111230987,702111230987,702111230987,2736,702111230987,702111230987,1,702111230987
0,"<unknown>","timer",1,0,118151,118151,118151,0,118151,118272,1,118151
0,"cholesky syrk","timer",280,280,1430,3078266710,4892027484,780345503,861914678812,861914678812,88,9794484987
0,"cholesky potrf","timer",80,80,6270,1017487770,1940144639,181475588,81399021619,81399021619,57,1428053011
0,"DRAM Energy","counter",701,0,0,0,0,0,0,0,1,0
0,"Package-0 Energy","counter",701,0,0,0,0,0,0,0,1,0
0,"CPU Guest %","counter",701,0,0,0,0,0,0,0,1,0
0,"CPU Steal %","counter",701,0,0,0,0,0,0,0,1,0
0,"status:Threads","counter",702,0,10,102,102,3,71512,0,1,71512
0,"status:VmHWM kB","counter",702,0,137356,28557973,30136032,4387540,20047696840,0,1,20047696840
0,"CPU I/O Wait %","counter",701,0,0,0,0,0,0,0,1,0
0,"status:VmExe kB","counter",702,0,2772,2772,2772,0,1945944,0,1,1945944
0,"status:VmPTE kB","counter",702,0,624,24546,59624,9354,17231528,0,1,17231528
0,"cholesky trsm","timer",280,279,2010,1969148139,2940731065,379705398,551361478790,551361478790,93,5928618052
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1694253,1694253,1694253,0,1694253,1694464,1,1694253
0,"status:VmLck kB","counter",702,0,0,0,0,0,0,0,1,0
0,"cholesky gemm","timer",560,557,1790,4012920089,5728718121,895262059,2247235250002,2247235250002,96,23408700521
0,"status:VmPin kB","counter",702,0,0,0,0,0,0,0,1,0
0,"status:VmSize kB","counter",702,0,2179596,20659274,38667276,4817063,14502810424,0,1,14502810424
0,"status:VmLib kB","counter",702,0,1328160,1369216,1369392,2690,961189488,0,1,961189488
0,"run_helper","timer",1,3,28761,973689,617435,0,973689,973689,3,324563
0,"status:VmData kB","counter",702,0,171904,12780209,30709072,4795786,8971706924,0,1,8971706924
0,"assemble K_tiles","timer",360,360,2710,2382892150,2671175991,367177657,857841174165,857841174165,95,9029907096
0,"status:VmSwap kB","counter",702,0,0,0,0,0,0,0,1,0
0,"1 Minute Load average","counter",702,0,3,39,55,12,27644,0,1,27644
0,"status:VmPeak kB","counter",702,0,2179596,37470110,38947472,4472637,26304016888,0,1,26304016888
0,"status:voluntary_ctxt_switches","counter",702,0,132,440,493,34,308849,0,1,308849
0,"status:nonvoluntary_ctxt_switches","counter",702,0,100,539,1036,273,378461,0,1,378461
0,"CPU IRQ %","counter",701,0,0,0,0,0,0,0,1,0
0,"status:VmRSS kB","counter",702,0,137356,11870647,29647564,4749649,8333193976,0,1,8333193976
0,"CPU soft IRQ %","counter",701,0,0,0,0,0,18,0,1,18
0,"N3hpx10components6server15runtime_support29call_startup_functions_actionE","timer",2,0,16730,43960,71190,27230,87920,88064,1,87920
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,2,47210,274542,138071,0,274542,274542,2,137271
0,"run_as_hpx_thread (void)","timer",20,160,7334684,5698407998,3982288401,0,113968159961,113968159961,76,1499581052
0,"status:VmStk kB","counter",702,0,140,140,140,0,98280,0,1,98280
0,"CPU User %","counter",701,0,2,47,92,27,32876,0,1,32876
0,"CPU System %","counter",701,0,0,1,14,2,792,0,1,792
0,"CPU Nice %","counter",701,0,0,0,0,0,0,0,1,0
0,"cholesky","counter",10,0,7309874,13167816,16175920,2900749,131678159,0,1,131678159
0,"CPU Idle %","counter",701,0,6,52,97,28,36415,0,1,36415
