"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,545491454394,545491454394,545491454394,0,545491454394,545491454394,1,545491454394
0,"<unknown>","timer",1,0,1046745,1046745,1046745,0,1046745,1046784,1,1046745
0,"cholesky syrk","timer",1200,1194,1610,869337024,2910736149,552523274,1043204428937,1043204428937,96,10866712801
0,"DRAM Energy","counter",545,0,0,0,0,0,0,0,1,0
0,"Package-0 Energy","counter",545,0,0,0,0,0,0,0,1,0
0,"CPU Guest %","counter",545,0,0,0,0,0,0,0,1,0
0,"CPU Steal %","counter",545,0,0,0,0,0,0,0,1,0
0,"status:Threads","counter",546,0,14,102,102,4,55604,0,1,55604
0,"CPU soft IRQ %","counter",545,0,0,0,0,0,18,0,1,18
0,"status:VmRSS kB","counter",546,0,137144,10537795,27719688,5354702,5753636328,0,1,5753636328
0,"status:VmHWM kB","counter",546,0,137144,26800326,28165060,3984191,14632977876,0,1,14632977876
0,"CPU I/O Wait %","counter",545,0,0,0,0,0,0,0,1,0
0,"status:VmExe kB","counter",546,0,2772,2772,2772,0,1513512,0,1,1513512
0,"status:VmPTE kB","counter",546,0,664,22066,55908,10510,12048056,0,1,12048056
0,"status:VmLck kB","counter",546,0,0,0,0,0,0,0,1,0
0,"cholesky gemm","timer",5600,5569,1640,1779760324,3384244555,717988332,9966657815185,9966657815185,96,103819352242
0,"status:VmPin kB","counter",546,0,0,0,0,0,0,0,1,0
0,"status:VmSize kB","counter",546,0,2529808,19463785,36569040,5423410,10627226820,0,1,10627226820
0,"status:VmLib kB","counter",546,0,1328164,1369320,1369396,1763,747648984,0,1,747648984
0,"run_helper","timer",1,3,38731,983474,708020,0,983474,983474,3,327825
0,"status:VmData kB","counter",546,0,195212,11616590,28769556,5395513,6342658336,0,1,6342658336
0,"assemble K_tiles","timer",1360,1350,1840,672759309,748966296,41048329,914952660084,914952660084,96,9530756876
0,"status:VmSwap kB","counter",546,0,0,0,0,0,0,0,1,0
0,"1 Minute Load average","counter",546,0,5,50,68,14,27277,0,1,27277
0,"status:VmPeak kB","counter",546,0,2529808,35787058,36944472,3740997,19539733860,0,1,19539733860
0,"status:voluntary_ctxt_switches","counter",546,0,135,358,396,26,195227,0,1,195227
0,"status:nonvoluntary_ctxt_switches","counter",546,0,102,568,1073,273,310080,0,1,310080
0,"CPU IRQ %","counter",545,0,0,0,0,0,0,0,1,0
0,"N3hpx10components6server15runtime_support29call_startup_functions_actionE","timer",2,0,12200,59676,107152,47476,119352,119352,1,119352
0,"cholesky potrf","timer",160,158,4030,615963896,2299391231,558215944,98554223345,98554223345,79,1247521814
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,2,22881,232074,122072,0,232074,232074,2,116037
0,"run_as_hpx_thread (void)","timer",20,20,74114723,4594537649,5356404132,0,91890752984,91890752984,24,3828781374
0,"status:VmStk kB","counter",546,0,140,140,140,0,76440,0,1,76440
0,"CPU User %","counter",545,0,2,43,95,29,23578,0,1,23578
0,"CPU System %","counter",545,0,0,6,31,8,3434,0,1,3434
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1767606,1767606,1767606,0,1767606,1767680,1,1767606
0,"cholesky trsm","timer",1200,1199,1750,539758047,1478452531,229977145,647709656601,647709656601,96,6746975590
0,"CPU Nice %","counter",545,0,0,0,0,0,0,0,1,0
0,"cholesky","counter",10,0,28620699691,29433047739,30362141122,560446635,294330477385,0,1,294330477385
0,"CPU Idle %","counter",545,0,2,50,97,32,27470,0,1,27470
