"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,468661896659,468661896659,468661896659,1775,468661896659,468661896659,1,468661896659
0,"<unknown>","timer",1,0,253794,253794,253794,0,253794,253794,1,253794
0,"DRAM Energy","counter",468,0,0,0,0,0,0,0,1,0
0,"Package-0 Energy","counter",468,0,0,0,0,0,0,0,1,0
0,"CPU Guest %","counter",468,0,0,0,0,0,0,0,1,0
0,"CPU Steal %","counter",468,0,0,0,0,0,0,0,1,0
0,"status:Threads","counter",469,0,11,104,104,4,48683,0,1,48683
0,"status:VmHWM kB","counter",469,0,137232,48799505,50767052,8137791,22886967684,0,1,22886967684
0,"CPU I/O Wait %","counter",468,0,0,0,0,0,0,0,1,0
0,"status:VmExe kB","counter",469,0,2772,2772,2772,0,1300068,0,1,1300068
0,"status:VmPTE kB","counter",469,0,628,44718,101620,26018,20972712,0,1,20972712
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1900139,1900139,1900139,0,1900139,1900139,1,1900139
0,"status:VmLck kB","counter",469,0,0,0,0,0,0,0,1,0
0,"status:VmPin kB","counter",469,0,0,0,0,0,0,0,1,0
0,"status:VmSize kB","counter",469,0,2046484,39414318,65033780,11771909,18485315088,0,1,18485315088
0,"status:VmLib kB","counter",469,0,1328164,1328164,1328164,0,622908916,0,1,622908916
0,"run_helper","timer",1,3,65751,949505,692571,0,949505,949505,3,316502
0,"status:VmData kB","counter",469,0,169992,25488460,52006352,12863573,11954087552,0,1,11954087552
0,"assemble K_tiles","timer",10,10,19160,321641579,337813233,12190897,3216415792,3216415792,8,402051974
0,"status:VmSwap kB","counter",469,0,0,0,0,0,0,0,1,0
0,"1 Minute Load average","counter",469,0,1,14,26,5,6458,0,1,6458
0,"status:VmPeak kB","counter",469,0,2095628,63299095,65033972,7329774,29687275488,0,1,29687275488
0,"status:voluntary_ctxt_switches","counter",469,0,135,513,634,69,240394,0,1,240394
0,"status:nonvoluntary_ctxt_switches","counter",469,0,100,1071,2117,578,502329,0,1,502329
0,"CPU IRQ %","counter",468,0,0,0,0,0,0,0,1,0
0,"status:VmRSS kB","counter",469,0,137232,21821438,50720596,13220166,10234254220,0,1,10234254220
0,"CPU soft IRQ %","counter",468,0,0,0,0,0,28,0,1,28
0,"N3hpx10components6server15runtime_support29call_startup_functions_actionE","timer",2,0,12380,78316,144252,65936,156632,156632,1,156632
0,"cholesky potrf","timer",10,10,20151,1604741230,1610798477,0,16047412301,16047412301,10,1604741230
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,2,59671,4059492,3819188,0,4059492,4059492,2,2029746
0,"run_as_hpx_thread (void)","timer",10,10,4140882,10602171561,10661604337,0,106021715612,106021715612,16,6626357226
0,"status:VmStk kB","counter",469,0,140,140,140,0,65660,0,1,65660
0,"CPU User %","counter",468,0,2,16,91,15,7414,0,1,7414
0,"CPU System %","counter",468,0,0,1,1,0,323,0,1,323
0,"CPU Nice %","counter",468,0,0,0,0,0,0,0,1,0
0,"cholesky","counter",10,0,1903200837,1926594425,1942163702,13041726,19265944251,0,1,19265944251
0,"CPU Idle %","counter",468,0,9,83,97,15,39035,0,1,39035
