"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,319041822691,319041822691,319041822691,0,319041822691,319041822691,1,319041822691
0,"<unknown>","timer",1,0,183452,183452,183452,0,183452,183452,1,183452
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,3,23621,338044,184732,0,338044,338044,3,112681
0,"run_as_hpx_thread (void)","timer",20,27,5610,4564172829,4238976714,0,91283456572,91283456572,33,2766165351
0,"cholesky syrk","timer",81280,80541,360,1453558,23819856,534222,118145156068,118145156068,96,1230678709
0,"cholesky potrf","timer",1280,1272,870,1821556,16105162,858480,2331592155,2331592155,96,24287418
0,"DRAM Energy","counter",318,0,0,0,0,0,0,0,1,0
0,"Package-0 Energy","counter",318,0,0,0,0,0,0,0,1,0
0,"status:VmHWM kB","counter",319,0,137332,38400212,57553420,9082053,12249667492,0,1,12249667492
0,"CPU I/O Wait %","counter",318,0,0,0,0,0,0,0,1,0
0,"CPU Guest %","counter",318,0,0,0,0,0,0,0,1,0
0,"status:VmExe kB","counter",319,0,2772,2772,2772,0,884268,0,1,884268
0,"status:VmPTE kB","counter",319,0,632,55361,115536,20168,17660080,0,1,17660080
0,"cholesky trsm","timer",81280,123219,190,1916589,42402959,1252492,155780340185,155780340185,96,1622711877
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1743824,1743824,1743824,0,1743824,1743872,1,1743824
0,"status:VmLck kB","counter",319,0,0,0,0,0,0,0,1,0
0,"cholesky gemm","timer",3413760,3378536,730,1710447,26991952,481849,5839054028289,5839054028289,96,60823479461
0,"status:VmPin kB","counter",319,0,0,0,0,0,0,0,1,0
0,"status:VmSize kB","counter",319,0,2048524,31244109,61903932,10246074,9966870928,0,1,9966870928
0,"status:VmLib kB","counter",319,0,1328164,1369137,1369396,3255,436754860,0,1,436754860
0,"run_helper","timer",1,3,27230,790387,537745,0,790387,790387,3,263462
0,"status:VmData kB","counter",319,0,171900,28491206,59166584,10281264,9088694724,0,1,9088694724
0,"assemble K_tiles","timer",82560,82346,890,9352829,19707042,250010,772169533553,772169533553,96,8043432641
0,"status:VmSwap kB","counter",319,0,0,0,0,0,0,0,1,0
0,"1 Minute Load average","counter",319,0,3,40,66,14,12680,0,1,12680
0,"status:VmPeak kB","counter",319,0,2048524,43599447,62873668,9201500,13908223512,0,1,13908223512
0,"status:voluntary_ctxt_switches","counter",319,0,131,419,467,30,133759,0,1,133759
0,"status:nonvoluntary_ctxt_switches","counter",319,0,103,515,917,232,164153,0,1,164153
0,"CPU IRQ %","counter",318,0,0,0,0,0,0,0,1,0
0,"status:VmRSS kB","counter",319,0,137332,26271988,56595628,10073610,8380764068,0,1,8380764068
0,"CPU soft IRQ %","counter",318,0,0,0,0,0,6,0,1,6
0,"N3hpx10components6server15runtime_support29call_startup_functions_actionE","timer",2,0,7830,29265,50700,21435,58530,58530,1,58530
0,"status:VmStk kB","counter",319,0,140,140,140,0,44660,0,1,44660
0,"CPU User %","counter",318,0,3,41,99,36,12907,0,1,12907
0,"CPU System %","counter",318,0,0,1,6,1,439,0,1,439
0,"CPU Nice %","counter",318,0,0,0,0,0,0,0,1,0
0,"cholesky","counter",10,0,7514798466,7764830124,7983666273,153440211,77648301238,0,1,77648301238
0,"CPU Idle %","counter",318,0,0,58,96,38,18447,0,1,18447
0,"status:Threads","counter",319,0,11,102,102,5,32447,0,1,32447
0,"CPU Steal %","counter",318,0,0,0,0,0,0,0,1,0
