n_cores,n_train,n_test,n_reg,i_loop,time
48,2048,2048,8,7,0.5460531711578369
48,2048,2048,8,8,0.5443990230560303
48,2048,2048,8,9,0.5448720455169678
48,2048,2048,8,10,0.5442788600921631
48,4096,4096,8,0,3.663606643676758
48,4096,4096,8,1,3.624703884124756
48,4096,4096,8,2,3.579953908920288
48,4096,4096,8,3,3.5507476329803467
48,4096,4096,8,4,3.545384168624878
48,4096,4096,8,5,3.604783296585083
48,4096,4096,8,6,3.62618350982666
48,4096,4096,8,7,3.5594732761383057
48,4096,4096,8,8,3.5558879375457764
48,4096,4096,8,9,3.6196579933166504
48,4096,4096,8,10,3.6567373275756836
48,8192,8192,8,0,26.834287405014038
48,8192,8192,8,1,26.554038047790527
48,8192,8192,8,2,26.37052011489868
48,8192,8192,8,3,26.30371069908142
48,8192,8192,8,4,26.494049549102783
48,8192,8192,8,5,26.385383367538452
48,8192,8192,8,6,26.170026540756226
48,8192,8192,8,7,25.948843240737915
48,8192,8192,8,8,25.926124095916748
48,8192,8192,8,9,25.92481827735901
48,8192,8192,8,10,26.10780692100525
48,16384,16384,8,0,215.74987268447876
48,16384,16384,8,1,213.37244653701782
48,16384,16384,8,2,210.2022807598114
48,16384,16384,8,3,208.7088074684143
48,16384,16384,8,4,208.28334879875183
48,16384,16384,8,5,208.72418689727783
48,16384,16384,8,6,207.70311975479126
48,16384,16384,8,7,208.0142617225647
48,16384,16384,8,8,207.7351131439209
48,16384,16384,8,9,208.04112315177917
48,16384,16384,8,10,209.0550684928894
