"rank","name","type","num samples/calls","yields","minimum","mean","maximum","stddev","total","inclusive (ns)","num threads","total per thread"
0,"APEX MAIN","timer",1,0,23477795942,23477795942,23477795942,43,23477795942,23477795942,1,23477795942
0,"N3hpx10components6server15runtime_support19shutdown_all_actionE","timer",1,2,13130,156180,89420,0,156180,156180,2,78090
0,"predict_full_cov_step assembly","counter",11,0,273374149,282718244,293305014,6614729,3109900682,0,10,310990068
0,"predict_full_cov_step full cov","counter",11,0,224697274,234534631,251489581,8286972,2579880945,0,10,257988095
0,"<unknown>","timer",1,0,81491,81491,81491,0,81491,81491,1,81491
0,"assemble prediction_tiles","timer",22,20,890,21524,73701,21053,473533,473533,11,43048
0,"status:VmSize kB","counter",24,0,2120272,5887874,6303352,795292,141308984,0,1,141308984
0,"status:VmPin kB","counter",24,0,0,0,0,0,0,0,1,0
0,"cholesky gemm","timer",54560,53585,700,7280707,55331645,2918831,397235362984,397235362984,48,8275736729
0,"assemble t_cross_covariance_tiles","timer",704,688,740,3104854,5501968,896756,2185817218,2185817218,48,45537859
0,"run_as_hpx_thread (void)","timer",22,96,3130,53435197,85606339,22772881,1175574344,1175574344,44,26717599
0,"assemble prior_K_tiles","timer",44,43,1530,16694458,23027532,7856200,734556141,734556141,31,23695359
0,"forward trsv","timer",352,348,660,419092,3307920,291466,147520294,147520294,48,3073339
0,"status:VmExe kB","counter",24,0,2772,2772,2772,0,66528,0,1,66528
0,"cholesky potrf","timer",352,343,1280,4041750,17652655,1039648,1422695865,1422695865,48,29639497
0,"predict_full_cov_step forward","counter",11,0,22740128,29421188,41856654,6187286,323633069,0,10,32363307
0,"status:nonvoluntary_ctxt_switches","counter",24,0,101,103,104,1,2461,0,1,2461
0,"status:voluntary_ctxt_switches","counter",24,0,38,202,214,34,4844,0,1,4844
0,"status:VmPeak kB","counter",24,0,2120272,6730484,6930928,961296,161531616,0,1,161531616
0,"assemble cross_covariance_tiles","timer",704,693,640,20901728,24643316,818820,14714816325,14714816325,48,306558673
0,"1 Minute Load average","counter",24,0,4,33,40,13,793,0,1,793
0,"assemble K_tiles","timer",5808,5698,720,21020846,37995533,1396737,122089075135,122089075135,48,2543522399
0,"status:VmData kB","counter",24,0,178328,3476984,4003424,730122,83447608,0,1,83447608
0,"run_helper","timer",1,3,11780,740966,436074,0,740966,740966,3,246989
0,"N3hpx10components6server15runtime_support22load_components_actionE","timer",1,0,1415352,1415352,1415352,0,1415352,1415352,1,1415352
0,"assemble prediction_uncertainty_tiles","timer",22,20,820,16797,75800,19783,369543,369543,11,33595
0,"status:VmPTE kB","counter",24,0,632,7651,8720,1556,183624,0,1,183624
0,"predict gemv","timer",704,704,510,505402,3143387,495383,355803256,355803256,48,7412568
0,"cholesky trsm","timer",5456,7172,180,5617845,32654666,3251001,30650964815,30650964815,48,638561767
0,"CPU User %","counter",23,0,30,46,48,4,1047,0,1,1047
0,"assemble alpha_tiles","timer",352,345,740,11392,106141,12084,4009913,4009913,48,83540
0,"status:VmHWM kB","counter",24,0,137452,2374053,2641528,474635,56977260,0,1,56977260
0,"CPU soft IRQ %","counter",23,0,0,0,0,0,0,0,1,0
