n_cores,n_train,n_test,n_tiles,n_reg,n_streams,i_loop,time
48,16384,16384,64,8,16,2,12.480454206466675
48,16384,16384,64,8,16,3,12.253523826599121
48,16384,16384,64,8,16,4,12.013794898986816
48,16384,16384,64,8,16,5,11.926416158676147
48,16384,16384,64,8,16,6,11.879414796829224
48,16384,16384,64,8,16,7,11.925445318222046
48,16384,16384,64,8,16,8,11.896098375320435
48,16384,16384,64,8,16,9,11.915977001190186
48,16384,16384,64,8,16,10,11.905175924301147
48,16384,16384,64,8,32,0,13.319947481155396
48,16384,16384,64,8,32,1,13.07837200164795
48,16384,16384,64,8,32,2,12.88179326057434
48,16384,16384,64,8,32,3,12.697119235992432
48,16384,16384,64,8,32,4,12.517926692962646
48,16384,16384,64,8,32,5,12.366164207458496
48,16384,16384,64,8,32,6,12.342753410339355
48,16384,16384,64,8,32,7,12.363128185272217
48,16384,16384,64,8,32,8,12.298672676086426
48,16384,16384,64,8,32,9,12.335571527481079
48,16384,16384,64,8,32,10,12.334542036056519
48,16384,16384,64,8,64,0,13.363881587982178
48,16384,16384,64,8,64,1,13.0832998752594
48,16384,16384,64,8,64,2,12.926923274993896
48,16384,16384,64,8,64,3,12.73795485496521
48,16384,16384,64,8,64,4,12.448513269424438
48,16384,16384,64,8,64,5,12.444151639938354
48,16384,16384,64,8,64,6,12.435839653015137
48,16384,16384,64,8,64,7,12.424415111541748
48,16384,16384,64,8,64,8,12.463351726531982
48,16384,16384,64,8,64,9,12.384716510772705
48,16384,16384,64,8,64,10,12.432627201080322
48,16384,16384,64,8,128,0,13.282036781311035
48,16384,16384,64,8,128,1,13.037450790405273
48,16384,16384,64,8,128,2,12.83481740951538
48,16384,16384,64,8,128,3,12.62893271446228
48,16384,16384,64,8,128,4,12.482463598251343
48,16384,16384,64,8,128,5,12.32692265510559
48,16384,16384,64,8,128,6,12.325573444366455
48,16384,16384,64,8,128,7,12.290259599685669
48,16384,16384,64,8,128,8,12.314947843551636
48,16384,16384,64,8,128,9,12.313294887542725
48,16384,16384,64,8,128,10,12.3450345993042
48,16384,16384,128,8,1,0,91.11161851882935
48,16384,16384,128,8,1,1,91.0920512676239
48,16384,16384,128,8,1,2,91.89122009277344
48,16384,16384,128,8,1,3,91.52213883399963
48,16384,16384,128,8,1,4,91.1692361831665
48,16384,16384,128,8,1,5,91.3476812839508
48,16384,16384,128,8,1,6,90.93467950820923
48,16384,16384,128,8,1,7,90.27755665779114
48,16384,16384,128,8,1,8,90.91081929206848
48,16384,16384,128,8,1,9,90.44232702255249
48,16384,16384,128,8,1,10,91.46637558937073
48,16384,16384,128,8,2,0,68.37940311431885
48,16384,16384,128,8,2,1,69.46236157417297
48,16384,16384,128,8,2,2,67.38582992553711
48,16384,16384,128,8,2,3,68.44929027557373
48,16384,16384,128,8,2,4,68.46270155906677
48,16384,16384,128,8,2,5,68.67966365814209
48,16384,16384,128,8,2,6,67.10549759864807
48,16384,16384,128,8,2,7,66.2700719833374
48,16384,16384,128,8,2,8,65.32698130607605
48,16384,16384,128,8,2,9,67.3062674999237
48,16384,16384,128,8,2,10,67.75405263900757
48,16384,16384,128,8,4,0,51.24775004386902
48,16384,16384,128,8,4,1,51.033973932266235
48,16384,16384,128,8,4,2,51.271705627441406
48,16384,16384,128,8,4,3,50.01041388511658
48,16384,16384,128,8,4,4,51.35157108306885
48,16384,16384,128,8,4,5,51.975035429000854
48,16384,16384,128,8,4,6,51.501250982284546
48,16384,16384,128,8,4,7,50.185343503952026
48,16384,16384,128,8,4,8,47.81847167015076
48,16384,16384,128,8,4,9,49.66230392456055
48,16384,16384,128,8,4,10,50.144288778305054
48,16384,16384,128,8,8,0,45.6221444606781
48,16384,16384,128,8,8,1,44.83574390411377
48,16384,16384,128,8,8,2,45.08815932273865
48,16384,16384,128,8,8,3,45.310447216033936
48,16384,16384,128,8,8,4,44.81834888458252
48,16384,16384,128,8,8,5,44.81738328933716
48,16384,16384,128,8,8,6,44.837204933166504
48,16384,16384,128,8,8,7,44.27920842170715
48,16384,16384,128,8,8,8,44.93652558326721
48,16384,16384,128,8,8,9,44.93863105773926
48,16384,16384,128,8,8,10,44.14563703536987
48,16384,16384,128,8,16,0,48.54648447036743
48,16384,16384,128,8,16,1,48.646425008773804
48,16384,16384,128,8,16,2,49.08287191390991
48,16384,16384,128,8,16,3,49.13597559928894
48,16384,16384,128,8,16,4,48.23989701271057
48,16384,16384,128,8,16,5,48.88305115699768
48,16384,16384,128,8,16,6,48.092053174972534
48,16384,16384,128,8,16,7,47.98520231246948
48,16384,16384,128,8,16,8,48.18149280548096
48,16384,16384,128,8,16,9,48.818472385406494
48,16384,16384,128,8,16,10,48.49902391433716
48,16384,16384,128,8,32,0,45.072328090667725
48,16384,16384,128,8,32,1,45.26274847984314
48,16384,16384,128,8,32,2,44.841426849365234
48,16384,16384,128,8,32,3,44.63891124725342
48,16384,16384,128,8,32,4,44.49737906455994
48,16384,16384,128,8,32,5,43.896881341934204
48,16384,16384,128,8,32,6,43.65766906738281
48,16384,16384,128,8,32,7,43.44053673744202
48,16384,16384,128,8,32,8,40.647576570510864
48,16384,16384,128,8,32,9,44.375983476638794
48,16384,16384,128,8,32,10,43.656473875045776
48,16384,16384,128,8,64,0,48.67715358734131
48,16384,16384,128,8,64,1,48.56181597709656
48,16384,16384,128,8,64,2,47.14478039741516
48,16384,16384,128,8,64,3,46.80614686012268
48,16384,16384,128,8,64,4,46.661043643951416
48,16384,16384,128,8,64,5,46.56708836555481
48,16384,16384,128,8,64,6,47.67539858818054
48,16384,16384,128,8,64,7,46.91341018676758
48,16384,16384,128,8,64,8,44.325106620788574
48,16384,16384,128,8,64,9,44.42829465866089
48,16384,16384,128,8,64,10,46.56101965904236
48,16384,16384,128,8,128,0,45.3894898891449
48,16384,16384,128,8,128,1,44.10866069793701
48,16384,16384,128,8,128,2,43.351117849349976
48,16384,16384,128,8,128,3,43.468053102493286
48,16384,16384,128,8,128,4,43.43898320198059
48,16384,16384,128,8,128,5,43.74595379829407
48,16384,16384,128,8,128,6,44.13122844696045
48,16384,16384,128,8,128,7,43.22541570663452
48,16384,16384,128,8,128,8,39.5762505531311
48,16384,16384,128,8,128,9,44.29780650138855
48,16384,16384,128,8,128,10,43.428449630737305
48,1024,16384,1,8,4,0,0.3903334140777588
48,1024,16384,1,8,4,1,0.15914273262023926
48,1024,16384,1,8,4,2,0.15153908729553223
48,1024,16384,1,8,4,3,0.1496279239654541
48,1024,16384,1,8,4,4,0.15075111389160156
48,1024,16384,1,8,4,5,0.15294623374938965
48,1024,16384,1,8,4,6,0.15763187408447266
48,1024,16384,1,8,4,7,0.15378475189208984
48,1024,16384,1,8,4,8,0.15444540977478027
48,1024,16384,1,8,4,9,0.15692687034606934
48,1024,16384,1,8,4,10,0.15407800674438477
48,1024,16384,2,8,4,0,0.6187155246734619
48,1024,16384,2,8,4,1,0.4383838176727295
48,1024,16384,2,8,4,2,0.4159243106842041
48,1024,16384,2,8,4,3,0.4164280891418457
48,1024,16384,2,8,4,4,0.41581273078918457
48,1024,16384,2,8,4,5,0.4130709171295166
48,1024,16384,2,8,4,6,0.4216587543487549
48,1024,16384,2,8,4,7,0.4343554973602295
48,1024,16384,2,8,4,8,0.41791224479675293
48,1024,16384,2,8,4,9,0.4394650459289551
48,1024,16384,2,8,4,10,0.44251394271850586
48,1024,16384,8,8,4,0,3.6661555767059326
48,1024,16384,8,8,4,1,3.3620879650115967
48,1024,16384,8,8,4,2,3.3789803981781006
48,1024,16384,8,8,4,3,3.361959218978882
48,1024,16384,8,8,4,4,3.3268215656280518
48,1024,16384,8,8,4,5,3.28983211517334
48,1024,16384,8,8,4,6,3.249030351638794
48,1024,16384,8,8,4,7,3.289853811264038
48,1024,16384,8,8,4,8,3.288083076477051
48,1024,16384,8,8,4,9,3.2590529918670654
48,1024,16384,8,8,4,10,3.261531352996826
48,1024,16384,16,8,4,0,19.864715576171875
48,1024,16384,16,8,4,1,19.332881450653076
48,1024,16384,16,8,4,2,20.119927644729614
48,1024,16384,16,8,4,3,19.447147130966187
48,1024,16384,16,8,4,4,19.7801296710968
48,1024,16384,16,8,4,5,19.259536266326904
48,1024,16384,16,8,4,6,19.812137365341187
48,1024,16384,16,8,4,7,19.642253398895264
48,1024,16384,16,8,4,8,19.481179237365723
48,1024,16384,16,8,4,9,19.417582273483276
48,1024,16384,16,8,4,10,19.366901636123657
48,1024,16384,32,8,4,0,139.18852519989014
48,1024,16384,32,8,4,1,144.6482036113739
48,1024,16384,32,8,4,2,135.0636990070343
48,1024,16384,32,8,4,3,145.27119970321655
48,1024,16384,32,8,4,4,144.54555106163025
48,1024,16384,32,8,4,5,143.35858607292175
48,1024,16384,32,8,4,6,146.81889533996582
48,1024,16384,32,8,4,7,147.51440358161926
48,1024,16384,32,8,4,8,141.9164252281189
48,1024,16384,32,8,4,9,140.79084420204163
48,1024,16384,32,8,4,10,146.71422743797302
48,16384,1024,1,8,4,0,0.6167600154876709
48,16384,1024,1,8,4,1,0.35085010528564453
48,16384,1024,1,8,4,2,0.3508317470550537
48,16384,1024,1,8,4,3,0.35227298736572266
48,16384,1024,1,8,4,4,0.3538949489593506
48,16384,1024,1,8,4,5,0.35369396209716797
48,16384,1024,1,8,4,6,0.35273265838623047
48,16384,1024,1,8,4,7,0.3517575263977051
48,16384,1024,1,8,4,8,0.3519752025604248
48,16384,1024,1,8,4,9,0.3530697822570801
48,16384,1024,1,8,4,10,0.3548457622528076
48,16384,1024,2,8,4,0,0.4932405948638916
48,16384,1024,2,8,4,1,0.34301161766052246
48,16384,1024,2,8,4,2,0.3455545902252197
48,16384,1024,2,8,4,3,0.3432581424713135
48,16384,1024,2,8,4,4,0.3412744998931885
48,16384,1024,2,8,4,5,0.34238743782043457
48,16384,1024,2,8,4,6,0.3410019874572754
48,16384,1024,2,8,4,7,0.3433339595794678
48,16384,1024,2,8,4,8,0.342177152633667
48,16384,1024,2,8,4,9,0.3410065174102783
48,16384,1024,2,8,4,10,0.34448695182800293
48,16384,1024,4,8,4,0,0.5033779144287109
48,16384,1024,4,8,4,1,0.3469400405883789
48,16384,1024,4,8,4,2,0.34999990463256836
48,16384,1024,4,8,4,3,0.349442720413208
48,16384,1024,4,8,4,4,0.35082197189331055
48,16384,1024,4,8,4,5,0.34861111640930176
48,16384,1024,4,8,4,6,0.34879159927368164
48,16384,1024,4,8,4,7,0.3526127338409424
48,16384,1024,4,8,4,8,0.352691650390625
48,16384,1024,4,8,4,9,0.3505208492279053
48,16384,1024,4,8,4,10,0.3512308597564697
48,16384,1024,8,8,4,0,0.5602307319641113
48,16384,1024,8,8,4,1,0.3974320888519287
48,16384,1024,8,8,4,2,0.39900732040405273
48,16384,1024,8,8,4,3,0.39421749114990234
48,16384,1024,8,8,4,4,0.3983149528503418
48,16384,1024,8,8,4,5,0.3974452018737793
48,16384,1024,8,8,4,6,0.3959691524505615
48,16384,1024,8,8,4,7,0.3999290466308594
48,16384,1024,8,8,4,8,0.3971686363220215
48,16384,1024,8,8,4,9,0.4011220932006836
48,16384,1024,8,8,4,10,0.3945634365081787
48,16384,1024,16,8,4,0,0.4867887496948242
48,16384,1024,16,8,4,1,0.33077383041381836
48,16384,1024,16,8,4,2,0.3357887268066406
48,16384,1024,16,8,4,3,0.33554649353027344
48,16384,1024,16,8,4,4,0.3370387554168701
48,16384,1024,16,8,4,5,0.33864736557006836
48,16384,1024,16,8,4,6,0.335418701171875
48,16384,1024,16,8,4,7,0.3359968662261963
48,16384,1024,16,8,4,8,0.33864331245422363
48,16384,1024,16,8,4,9,0.3354456424713135
48,16384,1024,16,8,4,10,0.3379206657409668
48,16384,1024,32,8,4,0,0.746474027633667
48,16384,1024,32,8,4,1,0.4876365661621094
48,16384,1024,32,8,4,2,0.4937906265258789
48,16384,1024,32,8,4,3,0.4908456802368164
48,16384,1024,32,8,4,4,0.48805904388427734
48,16384,1024,32,8,4,5,0.4814777374267578
48,16384,1024,32,8,4,6,0.48918795585632324
48,16384,1024,32,8,4,7,0.48766517639160156
48,16384,1024,32,8,4,8,0.4898252487182617
48,16384,1024,32,8,4,9,0.4874756336212158
48,16384,1024,32,8,4,10,0.49657273292541504
48,16384,1024,64,8,4,0,1.4297819137573242
48,16384,1024,64,8,4,1,1.0684127807617188
48,16384,1024,64,8,4,2,1.1891241073608398
48,16384,1024,64,8,4,3,1.176880121231079
48,16384,1024,64,8,4,4,1.1887812614440918
48,16384,1024,64,8,4,5,1.137514352798462
48,16384,1024,64,8,4,6,1.1924092769622803
48,16384,1024,64,8,4,7,1.1618311405181885
48,16384,1024,64,8,4,8,1.1693592071533203
48,16384,1024,64,8,4,9,1.1293771266937256
48,16384,1024,64,8,4,10,1.158019781112671
48,16384,1024,128,8,4,0,5.473968982696533
48,16384,1024,128,8,4,1,5.10568904876709
48,16384,1024,128,8,4,2,4.952958345413208
48,16384,1024,128,8,4,3,4.893010139465332
48,16384,1024,128,8,4,4,4.952554225921631
48,16384,1024,128,8,4,5,4.8489439487457275
48,16384,1024,128,8,4,6,4.846931219100952
48,16384,1024,128,8,4,7,4.830021619796753
48,16384,1024,128,8,4,8,4.788524866104126
48,16384,1024,128,8,4,9,4.764313459396362
48,16384,1024,128,8,4,10,4.744517803192139
