n_cores,n_train,n_test,n_tiles,n_reg,n_streams,i_loop,time
48,16384,16384,4,8,2,5,2.226377010345459
48,16384,16384,4,8,2,6,2.2246222496032715
48,16384,16384,4,8,2,7,2.226419687271118
48,16384,16384,4,8,2,8,2.2261242866516113
48,16384,16384,4,8,2,9,2.2222859859466553
48,16384,16384,4,8,2,10,2.225101947784424
48,16384,16384,4,8,4,0,2.398442506790161
48,16384,16384,4,8,4,1,2.217392921447754
48,16384,16384,4,8,4,2,2.220258951187134
48,16384,16384,4,8,4,3,2.2228221893310547
48,16384,16384,4,8,4,4,2.2206695079803467
48,16384,16384,4,8,4,5,2.223362445831299
48,16384,16384,4,8,4,6,2.219339370727539
48,16384,16384,4,8,4,7,2.216273546218872
48,16384,16384,4,8,4,8,2.2227468490600586
48,16384,16384,4,8,4,9,2.2224674224853516
48,16384,16384,4,8,4,10,2.223431348800659
48,16384,16384,4,8,8,0,2.4400501251220703
48,16384,16384,4,8,8,1,2.2277445793151855
48,16384,16384,4,8,8,2,2.227768659591675
48,16384,16384,4,8,8,3,2.2209250926971436
48,16384,16384,4,8,8,4,2.223773241043091
48,16384,16384,4,8,8,5,2.2225778102874756
48,16384,16384,4,8,8,6,2.2282707691192627
48,16384,16384,4,8,8,7,2.230048656463623
48,16384,16384,4,8,8,8,2.2210047245025635
48,16384,16384,4,8,8,9,2.223195791244507
48,16384,16384,4,8,8,10,2.2270190715789795
48,16384,16384,4,8,16,0,2.3833625316619873
48,16384,16384,4,8,16,1,2.2334303855895996
48,16384,16384,4,8,16,2,2.242708206176758
48,16384,16384,4,8,16,3,2.2240970134735107
48,16384,16384,4,8,16,4,2.233091354370117
48,16384,16384,4,8,16,5,2.2307205200195312
48,16384,16384,4,8,16,6,2.227886915206909
48,16384,16384,4,8,16,7,2.232886552810669
48,16384,16384,4,8,16,8,2.2320151329040527
48,16384,16384,4,8,16,9,2.2322075366973877
48,16384,16384,4,8,16,10,2.2269058227539062
48,16384,16384,4,8,32,0,2.38983416557312
48,16384,16384,4,8,32,1,2.249022960662842
48,16384,16384,4,8,32,2,2.2473080158233643
48,16384,16384,4,8,32,3,2.2428815364837646
48,16384,16384,4,8,32,4,2.2489237785339355
48,16384,16384,4,8,32,5,2.2459585666656494
48,16384,16384,4,8,32,6,2.244687080383301
48,16384,16384,4,8,32,7,2.248040199279785
48,16384,16384,4,8,32,8,2.2478063106536865
48,16384,16384,4,8,32,9,2.2502634525299072
48,16384,16384,4,8,32,10,2.2427871227264404
48,16384,16384,4,8,64,0,2.393890142440796
48,16384,16384,4,8,64,1,2.288975715637207
48,16384,16384,4,8,64,2,2.283151865005493
48,16384,16384,4,8,64,3,2.2818405628204346
48,16384,16384,4,8,64,4,2.28283429145813
48,16384,16384,4,8,64,5,2.277647018432617
48,16384,16384,4,8,64,6,2.2848916053771973
48,16384,16384,4,8,64,7,2.280938148498535
48,16384,16384,4,8,64,8,2.280484914779663
48,16384,16384,4,8,64,9,2.2867753505706787
48,16384,16384,4,8,64,10,2.280150890350342
48,16384,16384,4,8,128,0,2.4099478721618652
48,16384,16384,4,8,128,1,2.3642332553863525
48,16384,16384,4,8,128,2,2.3617615699768066
48,16384,16384,4,8,128,3,2.363339424133301
48,16384,16384,4,8,128,4,2.359541177749634
48,16384,16384,4,8,128,5,2.3639657497406006
48,16384,16384,4,8,128,6,2.3556020259857178
48,16384,16384,4,8,128,7,2.3587636947631836
48,16384,16384,4,8,128,8,2.361401081085205
48,16384,16384,4,8,128,9,2.355050563812256
48,16384,16384,4,8,128,10,2.356137990951538
48,16384,16384,8,8,1,0,2.520145893096924
48,16384,16384,8,8,1,1,2.3783864974975586
48,16384,16384,8,8,1,2,2.3728084564208984
48,16384,16384,8,8,1,3,2.373732566833496
48,16384,16384,8,8,1,4,2.369875907897949
48,16384,16384,8,8,1,5,2.3763105869293213
48,16384,16384,8,8,1,6,2.3742833137512207
48,16384,16384,8,8,1,7,2.376622200012207
48,16384,16384,8,8,1,8,2.3761987686157227
48,16384,16384,8,8,1,9,2.372938394546509
48,16384,16384,8,8,1,10,2.378586530685425
48,16384,16384,8,8,2,0,2.514042377471924
48,16384,16384,8,8,2,1,2.3435440063476562
48,16384,16384,8,8,2,2,2.344658136367798
48,16384,16384,8,8,2,3,2.333465337753296
48,16384,16384,8,8,2,4,2.340724468231201
48,16384,16384,8,8,2,5,2.3380589485168457
48,16384,16384,8,8,2,6,2.339931011199951
48,16384,16384,8,8,2,7,2.333953619003296
48,16384,16384,8,8,2,8,2.3398780822753906
48,16384,16384,8,8,2,9,2.3297972679138184
48,16384,16384,8,8,2,10,2.3340439796447754
48,16384,16384,8,8,4,0,2.4716193675994873
48,16384,16384,8,8,4,1,2.3245906829833984
48,16384,16384,8,8,4,2,2.327033519744873
48,16384,16384,8,8,4,3,2.3194077014923096
48,16384,16384,8,8,4,4,2.322514533996582
48,16384,16384,8,8,4,5,2.3296279907226562
48,16384,16384,8,8,4,6,2.3263871669769287
48,16384,16384,8,8,4,7,2.316744804382324
48,16384,16384,8,8,4,8,2.3194122314453125
48,16384,16384,8,8,4,9,2.3304405212402344
48,16384,16384,8,8,4,10,2.3146257400512695
48,16384,16384,8,8,8,0,2.46380352973938
48,16384,16384,8,8,8,1,2.3133487701416016
48,16384,16384,8,8,8,2,2.3090198040008545
48,16384,16384,8,8,8,3,2.3096506595611572
48,16384,16384,8,8,8,4,2.3108298778533936
48,16384,16384,8,8,8,5,2.308690071105957
48,16384,16384,8,8,8,6,2.3132972717285156
48,16384,16384,8,8,8,7,2.305225372314453
48,16384,16384,8,8,8,8,2.3140194416046143
48,16384,16384,8,8,8,9,2.3044626712799072
48,16384,16384,8,8,8,10,2.31318736076355
48,16384,16384,8,8,16,0,2.459836006164551
48,16384,16384,8,8,16,1,2.3163974285125732
48,16384,16384,8,8,16,2,2.3089475631713867
48,16384,16384,8,8,16,3,2.310656785964966
48,16384,16384,8,8,16,4,2.3167736530303955
48,16384,16384,8,8,16,5,2.318125009536743
48,16384,16384,8,8,16,6,2.3123111724853516
48,16384,16384,8,8,16,7,2.312803030014038
48,16384,16384,8,8,16,8,2.307206153869629
48,16384,16384,8,8,16,9,2.3049843311309814
48,16384,16384,8,8,16,10,2.309410810470581
48,16384,16384,8,8,32,0,2.4545483589172363
48,16384,16384,8,8,32,1,2.3304495811462402
48,16384,16384,8,8,32,2,2.325820207595825
48,16384,16384,8,8,32,3,2.3242924213409424
48,16384,16384,8,8,32,4,2.3341150283813477
48,16384,16384,8,8,32,5,2.328094482421875
48,16384,16384,8,8,32,6,2.3274784088134766
48,16384,16384,8,8,32,7,2.3302230834960938
48,16384,16384,8,8,32,8,2.321312189102173
48,16384,16384,8,8,32,9,2.3317108154296875
48,16384,16384,8,8,32,10,2.3305978775024414
48,16384,16384,8,8,64,0,2.461298704147339
48,16384,16384,8,8,64,1,2.3638784885406494
48,16384,16384,8,8,64,2,2.364229679107666
48,16384,16384,8,8,64,3,2.3595974445343018
48,16384,16384,8,8,64,4,2.3618011474609375
48,16384,16384,8,8,64,5,2.3650920391082764
48,16384,16384,8,8,64,6,2.3595268726348877
48,16384,16384,8,8,64,7,2.3570241928100586
48,16384,16384,8,8,64,8,2.3621726036071777
48,16384,16384,8,8,64,9,2.359647035598755
48,16384,16384,8,8,64,10,2.3617236614227295
48,16384,16384,8,8,128,0,2.5014216899871826
48,16384,16384,8,8,128,1,2.4377198219299316
48,16384,16384,8,8,128,2,2.4287569522857666
48,16384,16384,8,8,128,3,2.434033155441284
48,16384,16384,8,8,128,4,2.433358907699585
48,16384,16384,8,8,128,5,2.43479323387146
48,16384,16384,8,8,128,6,2.430311679840088
48,16384,16384,8,8,128,7,2.4306867122650146
48,16384,16384,8,8,128,8,2.4304447174072266
48,16384,16384,8,8,128,9,2.4318153858184814
48,16384,16384,8,8,128,10,2.4221177101135254
48,16384,16384,16,8,2,0,2.3973934650421143
48,16384,16384,16,8,2,1,2.2653074264526367
48,16384,16384,16,8,2,2,2.2785487174987793
48,16384,16384,16,8,2,3,2.2817511558532715
48,16384,16384,16,8,2,4,2.2746548652648926
48,16384,16384,16,8,2,5,2.305490493774414
48,16384,16384,16,8,2,6,2.2972612380981445
48,16384,16384,16,8,2,7,2.2891483306884766
48,16384,16384,16,8,2,8,2.302037477493286
48,16384,16384,16,8,2,9,2.300304889678955
48,16384,16384,16,8,2,10,2.2976200580596924
48,16384,16384,16,8,4,0,2.3664932250976562
48,16384,16384,16,8,4,1,2.2432148456573486
48,16384,16384,16,8,4,2,2.2258222103118896
48,16384,16384,16,8,4,3,2.2370617389678955
48,16384,16384,16,8,4,4,2.2513790130615234
48,16384,16384,16,8,4,5,2.2311813831329346
48,16384,16384,16,8,4,6,2.2520394325256348
48,16384,16384,16,8,4,7,2.2452392578125
48,16384,16384,16,8,4,8,2.2615628242492676
48,16384,16384,16,8,4,9,2.2476816177368164
48,16384,16384,16,8,4,10,2.245835065841675
48,16384,16384,16,8,8,0,2.348132848739624
48,16384,16384,16,8,8,1,2.23940110206604
48,16384,16384,16,8,8,2,2.2253971099853516
48,16384,16384,16,8,8,3,2.2278523445129395
48,16384,16384,16,8,8,4,2.2361605167388916
48,16384,16384,16,8,8,5,2.233181953430176
48,16384,16384,16,8,8,6,2.2325997352600098
48,16384,16384,16,8,8,7,2.231046438217163
48,16384,16384,16,8,8,8,2.2410190105438232
48,16384,16384,16,8,8,9,2.240739583969116
48,16384,16384,16,8,8,10,2.2355852127075195
48,16384,16384,16,8,16,0,2.3465561866760254
48,16384,16384,16,8,16,1,2.238147497177124
48,16384,16384,16,8,16,2,2.2316319942474365
48,16384,16384,16,8,16,3,2.2396857738494873
48,16384,16384,16,8,16,4,2.2478394508361816
48,16384,16384,16,8,16,5,2.2391140460968018
48,16384,16384,16,8,16,6,2.246089458465576
48,16384,16384,16,8,16,7,2.2294998168945312
48,16384,16384,16,8,16,8,2.2299323081970215
48,16384,16384,16,8,16,9,2.243691921234131
48,16384,16384,16,8,16,10,2.2385752201080322
48,16384,16384,16,8,32,0,2.348245859146118
48,16384,16384,16,8,32,1,2.240777015686035
48,16384,16384,16,8,32,2,2.2187910079956055
48,16384,16384,16,8,32,3,2.2417757511138916
48,16384,16384,16,8,32,4,2.2474424839019775
48,16384,16384,16,8,32,5,2.244037628173828
48,16384,16384,16,8,32,6,2.2382969856262207
48,16384,16384,16,8,32,7,2.2403242588043213
48,16384,16384,16,8,32,8,2.237025499343872
48,16384,16384,16,8,32,9,2.2371885776519775
48,16384,16384,16,8,32,10,2.2424428462982178
48,16384,16384,16,8,64,0,2.3498897552490234
48,16384,16384,16,8,64,1,2.254415988922119
48,16384,16384,16,8,64,2,2.2427055835723877
48,16384,16384,16,8,64,3,2.2490532398223877
48,16384,16384,16,8,64,4,2.2602241039276123
48,16384,16384,16,8,64,5,2.2590558528900146
48,16384,16384,16,8,64,6,2.2554428577423096
48,16384,16384,16,8,64,7,2.242445230484009
48,16384,16384,16,8,64,8,2.2575747966766357
48,16384,16384,16,8,64,9,2.25844669342041
48,16384,16384,16,8,64,10,2.258040189743042
48,16384,16384,16,8,128,0,2.3651716709136963
48,16384,16384,16,8,128,1,2.2674312591552734
48,16384,16384,16,8,128,2,2.2788708209991455
48,16384,16384,16,8,128,3,2.277195930480957
48,16384,16384,16,8,128,4,2.2829434871673584
48,16384,16384,16,8,128,5,2.2843551635742188
48,16384,16384,16,8,128,6,2.273505210876465
48,16384,16384,16,8,128,7,2.2741193771362305
48,16384,16384,16,8,128,8,2.2793548107147217
48,16384,16384,16,8,128,9,2.282506227493286
48,16384,16384,16,8,128,10,2.2789552211761475
48,16384,16384,32,8,1,0,5.005942344665527
48,16384,16384,32,8,1,1,4.735802412033081
48,16384,16384,32,8,1,2,4.7349464893341064
48,16384,16384,32,8,1,3,4.754133939743042
48,16384,16384,32,8,1,4,4.769093036651611
48,16384,16384,32,8,1,5,4.7342963218688965
48,16384,16384,32,8,1,6,4.834617853164673
48,16384,16384,32,8,1,7,4.770051002502441
48,16384,16384,32,8,1,8,4.796653509140015
48,16384,16384,32,8,1,9,4.791198492050171
48,16384,16384,32,8,1,10,4.7988622188568115
48,16384,16384,32,8,2,0,4.396227836608887
48,16384,16384,32,8,2,1,4.105751037597656
48,16384,16384,32,8,2,2,4.113086462020874
48,16384,16384,32,8,2,3,4.12650990486145
48,16384,16384,32,8,2,4,4.118967294692993
48,16384,16384,32,8,2,5,4.163218975067139
48,16384,16384,32,8,2,6,4.198667049407959
48,16384,16384,32,8,2,7,4.138844966888428
48,16384,16384,32,8,2,8,4.151334762573242
48,16384,16384,32,8,2,9,4.200984239578247
48,16384,16384,32,8,2,10,4.186577081680298
48,16384,16384,32,8,4,0,4.205273866653442
48,16384,16384,32,8,4,1,3.913297653198242
48,16384,16384,32,8,4,2,3.95064377784729
48,16384,16384,32,8,4,3,3.959472417831421
48,16384,16384,32,8,4,4,3.9573841094970703
48,16384,16384,32,8,4,5,3.9861884117126465
48,16384,16384,32,8,4,6,4.013896703720093
48,16384,16384,32,8,4,7,4.03649640083313
48,16384,16384,32,8,4,8,3.9844436645507812
48,16384,16384,32,8,4,9,3.997421979904175
48,16384,16384,32,8,4,10,4.02654504776001
48,16384,16384,32,8,8,0,4.160133123397827
48,16384,16384,32,8,8,1,3.901200294494629
48,16384,16384,32,8,8,2,3.9015867710113525
48,16384,16384,32,8,8,3,3.9184346199035645
48,16384,16384,32,8,8,4,3.920529365539551
48,16384,16384,32,8,8,5,3.945875644683838
48,16384,16384,32,8,8,6,3.992835283279419
48,16384,16384,32,8,8,7,3.9304981231689453
48,16384,16384,32,8,8,8,3.9523656368255615
48,16384,16384,32,8,8,9,3.969578504562378
48,16384,16384,32,8,8,10,3.9436514377593994
48,16384,16384,32,8,16,0,4.189324140548706
48,16384,16384,32,8,16,1,3.9155771732330322
48,16384,16384,32,8,16,2,3.91473126411438
48,16384,16384,32,8,16,3,3.923103094100952
48,16384,16384,32,8,16,4,3.909274101257324
48,16384,16384,32,8,16,5,3.9435362815856934
48,16384,16384,32,8,16,6,3.9722442626953125
48,16384,16384,32,8,16,7,4.0079567432403564
48,16384,16384,32,8,16,8,3.951897144317627
48,16384,16384,32,8,16,9,3.9693191051483154
48,16384,16384,32,8,16,10,3.9675490856170654
48,16384,16384,32,8,32,0,4.137263774871826
48,16384,16384,32,8,32,1,3.90323805809021
48,16384,16384,32,8,32,2,3.9370694160461426
48,16384,16384,32,8,32,3,3.9051826000213623
48,16384,16384,32,8,32,4,3.9338152408599854
48,16384,16384,32,8,32,5,3.9382195472717285
48,16384,16384,32,8,32,6,3.972823143005371
48,16384,16384,32,8,32,7,4.005126953125
48,16384,16384,32,8,32,8,3.961672067642212
48,16384,16384,32,8,32,9,3.963923215866089
48,16384,16384,32,8,32,10,3.9612057209014893
48,16384,16384,32,8,64,0,4.1666810512542725
48,16384,16384,32,8,64,1,3.915592670440674
48,16384,16384,32,8,64,2,3.9204061031341553
48,16384,16384,32,8,64,3,3.92649507522583
48,16384,16384,32,8,64,4,3.9361233711242676
48,16384,16384,32,8,64,5,3.9520087242126465
48,16384,16384,32,8,64,6,3.9897735118865967
48,16384,16384,32,8,64,7,4.048418760299683
48,16384,16384,32,8,64,8,3.9792685508728027
48,16384,16384,32,8,64,9,3.985549211502075
48,16384,16384,32,8,64,10,3.9907443523406982
48,16384,16384,32,8,128,0,4.198601245880127
48,16384,16384,32,8,128,1,3.9589788913726807
48,16384,16384,32,8,128,2,3.951584815979004
48,16384,16384,32,8,128,3,3.9587533473968506
48,16384,16384,32,8,128,4,3.948901891708374
48,16384,16384,32,8,128,5,3.9669923782348633
48,16384,16384,32,8,128,6,4.001603364944458
48,16384,16384,32,8,128,7,3.973241090774536
48,16384,16384,32,8,128,8,4.00401759147644
48,16384,16384,32,8,128,9,4.024421691894531
48,16384,16384,32,8,128,10,3.987222671508789
48,16384,16384,64,8,1,0,14.956189393997192
48,16384,16384,64,8,1,1,14.557699918746948
48,16384,16384,64,8,1,2,14.50040888786316
48,16384,16384,64,8,1,3,14.250128746032715
48,16384,16384,64,8,1,4,13.924869060516357
48,16384,16384,64,8,1,5,14.00312614440918
48,16384,16384,64,8,1,6,13.946462869644165
48,16384,16384,64,8,1,7,13.874138355255127
48,16384,16384,64,8,1,8,13.971700191497803
48,16384,16384,64,8,1,9,13.940501689910889
48,16384,16384,64,8,1,10,13.950085639953613
48,16384,16384,64,8,2,0,13.614002704620361
48,16384,16384,64,8,2,1,13.18617582321167
48,16384,16384,64,8,2,2,13.087292909622192
48,16384,16384,64,8,2,3,12.856664419174194
48,16384,16384,64,8,2,4,12.652086734771729
48,16384,16384,64,8,2,5,12.632898092269897
48,16384,16384,64,8,2,6,12.612767457962036
48,16384,16384,64,8,2,7,12.534853458404541
48,16384,16384,64,8,2,8,12.54112982749939
48,16384,16384,64,8,2,9,12.555037021636963
48,16384,16384,64,8,2,10,12.64306902885437
48,16384,16384,64,8,4,0,12.455724239349365
48,16384,16384,64,8,4,1,12.229905366897583
48,16384,16384,64,8,4,2,12.019128561019897
48,16384,16384,64,8,4,3,11.874019384384155
48,16384,16384,64,8,4,4,11.687676906585693
48,16384,16384,64,8,4,5,11.532129764556885
48,16384,16384,64,8,4,6,11.534171342849731
48,16384,16384,64,8,4,7,11.586630582809448
48,16384,16384,64,8,4,8,11.554741621017456
48,16384,16384,64,8,4,9,11.56191635131836
48,16384,16384,64,8,4,10,11.54466986656189
48,16384,16384,64,8,8,0,12.728857278823853
48,16384,16384,64,8,8,1,12.456395864486694
48,16384,16384,64,8,8,2,12.288896560668945
48,16384,16384,64,8,8,3,12.132344007492065
48,16384,16384,64,8,8,4,11.91600775718689
48,16384,16384,64,8,8,5,11.825721740722656
48,16384,16384,64,8,8,6,11.845805168151855
48,16384,16384,64,8,8,7,11.775590658187866
48,16384,16384,64,8,8,8,11.780126094818115
48,16384,16384,64,8,8,9,11.750808715820312
48,16384,16384,64,8,8,10,11.750852346420288
48,16384,16384,64,8,16,0,12.853602886199951
48,16384,16384,64,8,16,1,12.567888259887695
